-3.0 -3.0 1.87952881654e-12
-3.0 -2.9 2.5244446954e-12
-3.0 -2.8 3.35691069804e-12
-3.0 -2.7 4.41947590676e-12
-3.0 -2.6 5.76048179358e-12
-3.0 -2.5 7.43368067235e-12
-3.0 -2.4 9.49742886256e-12
-3.0 -2.3 1.20133810487e-11
-3.0 -2.2 1.50446299855e-11
-3.0 -2.1 1.8653263473e-11
-3.0 -2.0 2.28973484565e-11
-3.0 -1.9 2.78273991406e-11
-3.0 -1.8 3.34824397868e-11
-3.0 -1.7 3.9885829719e-11
-3.0 -1.6 4.70410731046e-11
-3.0 -1.5 5.49278835095e-11
-3.0 -1.4 6.34988068481e-11
-3.0 -1.3 7.26767202001e-11
-3.0 -1.2 8.23535130687e-11
-3.0 -1.1 9.23902188025e-11
-3.0 -1.0 1.02618796317e-10
-3.0 -0.9 1.12845668072e-10
-3.0 -0.8 1.22857004733e-10
-3.0 -0.7 1.32425618227e-10
-3.0 -0.6 1.41319193551e-10
-3.0 -0.5 1.4930946762e-10
-3.0 -0.4 1.56181862878e-10
-3.0 -0.3 1.61745015354e-10
-3.0 -0.2 1.65839609912e-10
-3.0 -0.1 1.68345954652e-10
-3.0 0.0 1.69189792262e-10
-3.0 0.1 1.68345954652e-10
-3.0 0.2 1.65839609912e-10
-3.0 0.3 1.61745015354e-10
-3.0 0.4 1.56181862878e-10
-3.0 0.5 1.4930946762e-10
-3.0 0.6 1.41319193551e-10
-3.0 0.7 1.32425618227e-10
-3.0 0.8 1.22857004733e-10
-3.0 0.9 1.12845668072e-10
-3.0 1.0 1.02618796317e-10
-3.0 1.1 9.23902188025e-11
-3.0 1.2 8.23535130687e-11
-3.0 1.3 7.26767202001e-11
-3.0 1.4 6.34988068481e-11
-3.0 1.5 5.49278835095e-11
-3.0 1.6 4.70410731046e-11
-3.0 1.7 3.9885829719e-11
-3.0 1.8 3.34824397868e-11
-3.0 1.9 2.78273991406e-11
-3.0 2.0 2.28973484565e-11
-3.0 2.1 1.8653263473e-11
-3.0 2.2 1.50446299855e-11
-3.0 2.3 1.20133810487e-11
-3.0 2.4 9.49742886256e-12
-3.0 2.5 7.43368067235e-12
-3.0 2.6 5.76048179358e-12
-3.0 2.7 4.41947590676e-12
-3.0 2.8 3.35691069804e-12
-3.0 2.9 2.5244446954e-12
-2.9 -3.0 8.21548769334e-12
-2.9 -2.9 1.10344380704e-11
-2.9 -2.8 1.46731767477e-11
-2.9 -2.7 1.93176872861e-11
-2.9 -2.6 2.5179271989e-11
-2.9 -2.5 3.24928841434e-11
-2.9 -2.4 4.15136013091e-11
-2.9 -2.3 5.25109183175e-11
-2.9 -2.2 6.57606158572e-11
-2.9 -2.1 8.15340819223e-11
-2.9 -2.0 1.00085129208e-10
-2.9 -1.9 1.21634557111e-10
-2.9 -1.8 1.46352942073e-10
-2.9 -1.7 1.74342388535e-10
-2.9 -1.6 2.05618213337e-10
-2.9 -1.5 2.40091743752e-10
-2.9 -1.4 2.77555556271e-10
-2.9 -1.3 3.17672543854e-10
-2.9 -1.2 3.5997015165e-10
-2.9 -1.1 4.03840951455e-10
-2.9 -1.0 4.48550429677e-10
-2.9 -0.9 4.93252451965e-10
